Run Timestamp,Random ID,Standard,Passage,Tier,LLM,Temperature,Input Tokens,Output Tokens,Total Tokens,Elapsed Time,Checksum
Items 2026-01-16 11-02-34,31753, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 6b,GPT,0.7,5286,325,5611,6.40,f413e9eecca7667e8981838a0ad70693d2c25a2565d4e9e892c43b29af0f6006
Items 2026-01-16 11-02-34,32252, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 6b,GPT,0.8,5622,324,5946,7.66,51b087c258f5bc7fa4f32fd77ae9f2aef4a44712d4941d19fcf10a0c21cc2f27
Items 2026-01-16 11-02-34,80271, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 6b,GPT,0.8,5957,289,6246,3.61,1f1f66ce74edd9237d827de2dc08460e9f90212db777a4c232a8c76a188cdf04
Items 2026-01-16 11-02-34,59966, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 6b,GPT,0.7,3423,380,3803,6.07,54b1ec0b0875abfc8ce93b13242f1f3f0e614d604d5e30dfb5755dd481785773
Items 2026-01-16 11-02-34,82305, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 6b,GPT,0.8,3814,352,4166,4.55,ff92aa8b708c306feff6ab021b8daf533a532c604321f202d8bb88b729669adf
Items 2026-01-16 11-02-34,80187, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 4a,GPT,0.7,2979,465,3444,6.05,d378f0758b915d3d70b9702f03fe5abd7fc4708f6a1561915b84b01f849d93b7
Items 2026-01-16 11-02-34,94973, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 4a,GPT,0.8,3455,443,3898,5.99,1226e5aae30dcbf6b2d89a49750ed5b79825eb09c2002f13dad331aa5ddec940
Items 2026-01-16 11-02-34,56559, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 4a,GPT,0.8,3909,411,4320,4.75,d001f4c9eb16e5ac91975ceb3b1a1617e8f6d2e96d96f164b4706d4081bfcbf0
Items 2026-01-16 11-02-34,40476, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 4a,GPT,0.7,1116,440,1556,6.80,a6a379e5dac17dc1a894c62800326c9c7f2666cc280271851e12b0e720dda2f7
Items 2026-01-16 11-02-34,11101, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 4a,GPT,0.8,1567,363,1930,6.95,5d8f6192ab7a363e158feb491be2efeb73715e3667a38396f4c7d804cb558836
Items 2026-01-16 11-02-34,64562, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 2b,GPT,0.7,4960,824,5784,12.54,bb16d062c7b1da9c05182396e8f5892649542ec27ca274f13bee656e541862eb
Items 2026-01-16 11-02-34,97511, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 2b,GPT,0.8,5795,667,6462,7.17,c2aae40deb59d14e352e02d915362ad59847d6540190cba896e1c6773dc16ad6
Items 2026-01-16 11-02-34,67329, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 2b,GPT,0.8,6473,721,7194,9.05,0c330f450a2a54982385f1d7f42ee03744d627448fa04881743ce34825af1f4b
Items 2026-01-16 11-02-34,23264, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 2b,GPT,0.7,3097,509,3606,7.36,741bd3f5d9c7e376c304da685c1ff011362ecc3bf5e486cb3dc2052bd70aea35
Items 2026-01-16 11-02-34,94491, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 2b,GPT,0.8,3617,490,4107,8.44,6f6ff5ef5008b7fb3bffbd10ec0f5f416f77d75b789f4053f5a48e4d5f937acf
Items 2026-01-16 11-02-34,43221, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 7b,GPT,0.7,5352,448,5800,6.44,33aa5f07c6a1a40944d737df64b735119afa2e93e00767b0164d5f589093c20a
Items 2026-01-16 11-02-34,49285, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 7b,GPT,0.8,5811,430,6241,4.13,beba380a129f7aaa62f26de024ae115f9c3a7502ae998d65c5ec1f10711b25b0
Items 2026-01-16 11-02-34,40288, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 7b,GPT,0.8,6252,444,6696,3.85,b80967b0974a76a3cfe7ae8c07dbc90c622c7ec4b461de0221ef6bca9f6c61bc
Items 2026-01-16 11-02-34,74416, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 7b,GPT,0.7,3489,426,3915,6.93,fdf90b65e03468251c18add2f86d3c59a12d8fdad019ec33029d8413ebb8d208
Items 2026-01-16 11-02-34,35100, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 7b,GPT,0.8,3926,404,4330,6.32,2715807ca1c18b5cdc6438870c8aa51bb26d3f53cfd211720db8b6d156352912
Items 2026-01-16 11-02-34,13822, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 3b,GPT,0.7,5034,529,5563,6.10,baece9e2f890d18155cc1d69e576ba88acb7465e9fa6df810fa5c367ae8398db
Items 2026-01-16 11-02-34,39253, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 3b,GPT,0.8,5574,464,6038,5.61,9fca2fb5d9d08de72c50d94f740dd681cf054334c6a58954ac5c0c7826e2a2c2
Items 2026-01-16 11-02-34,84787, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 3b,GPT,0.8,6049,385,6434,3.91,dee7724590560377ef31d32ef5285f0c2b8a334dc41beb87242d4a9bd6edd9f7
Items 2026-01-16 11-02-34,66815, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 3b,GPT,0.7,3171,528,3699,8.52,65b392d031798909532c8a19ae7d761052ea3b84218a50dee43842a1a0022dfd
Items 2026-01-16 11-02-34,20007, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 3b,GPT,0.8,3710,495,4205,8.08,d1b3c9199020acd89c5ef91b6556a41644d8692a98885b531117f64cb5c6f7f0
Items 2026-01-16 11-02-34,94369, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 5a,GPT,0.7,3057,483,3540,7.26,e240418723f9bb29410a7f43ce0af24f2dc830350b1bc129cce8aed21f2e154d
Items 2026-01-16 11-02-34,35942, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 5a,GPT,0.8,3551,400,3951,4.47,14a53589b9d6117ee370e41f6d2af34b396fa392d8a67bb1d5c63698a2e7164a
Items 2026-01-16 11-02-34,37234, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 5a,GPT,0.8,3962,468,4430,4.70,2cb8751b04d49dc1ca8619b5908bdfc26695f30800ce137717f70f7ec156198c
Items 2026-01-16 11-02-34,80176, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 5a,GPT,0.7,1194,478,1672,6.88,7573176a39c546c6146cbc5c2bab61629c0e1cb078c3688219e0d93187f1d80c
Items 2026-01-16 11-02-34,18192, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 5a,GPT,0.8,1683,436,2119,7.44,81f0e2847825bcdf4db414a94f8dca113bf230950d39c958b4b2ed072d3172e0
Items 2026-01-16 11-02-34,62029, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 2a,GPT,0.7,2808,740,3548,9.61,c6395bcfb48fdccb6538c5ce6e4b30c156d36f93288a4a59184cdfe47808a74a
Items 2026-01-16 11-02-34,85282, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 2a,GPT,0.8,3559,767,4326,10.72,a52a7a4aeadcfdf76a3ba4a5a168634ad6a497fe46c7cc4b85e82a8787d08122
Items 2026-01-16 11-02-34,56769, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 2a,GPT,0.8,4337,683,5020,16.99,87f5d507aaf82888b734c7ebcae695eb40aa89ea6b43f724761834e727d68960
Items 2026-01-16 11-02-34,84331, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 2a,GPT,0.7,945,580,1525,9.56,38daed682bd3afa29e100a5ba6873f0d41b86937e39b6f482b5d7b64ef48e1f5
Items 2026-01-16 11-02-34,28932, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 2a,GPT,0.8,1536,533,2069,7.92,f50c260deb17f7b84af563c76735d4983c31249c3dc3ef08e315b675eb88d7f5
Items 2026-01-16 11-02-34,85727, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 4b,GPT,0.7,5131,614,5745,6.71,1e14a791d3ac15fdb9d2a124b7f2c340d78537f77ed842dffd2aea9be2bbf32d
Items 2026-01-16 11-02-34,14716, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 4b,GPT,0.8,5756,490,6246,5.23,a9eb7e2a7160937744239d0dfc808d46ca0c90b5b0e36f7530bab19f87922ce1
Items 2026-01-16 11-02-34,86361, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 4b,GPT,0.8,6257,569,6826,5.60,107d587b4d63174cc7ce7f43b054f806de334f82288d0512eaf428284fbeb797
Items 2026-01-16 11-02-34,26635, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 4b,GPT,0.7,3268,597,3865,8.51,6515ed1ed6cde4429eef37c530cd10501a03ae3e07db01808656df0bb3137076
Items 2026-01-16 11-02-34,88892, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 4b,GPT,0.8,3876,548,4424,7.71,39ede8407fb09423687cda260ed9f3c6ad784855ac0fb69e7ba781b177885308
Items 2026-01-16 11-02-34,52465, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 6a,GPT,0.7,3134,508,3642,6.17,b076a9e8229585e4b67c338cae718e35b76b8f4ee44dc106a34ad1a78fd70613
Items 2026-01-16 11-02-34,20197, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 6a,GPT,0.8,3653,397,4050,4.07,50d24578c8921af7bfb7848b19fb6bb4444160e1d07eda0fe688d4e2caaaa4b3
Items 2026-01-16 11-02-34,52024, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 6a,GPT,0.8,4061,408,4469,4.31,b49d3e59ac1c9d6eef334414edd723b68c7a2b0e308446b77951bbff3affefa2
Items 2026-01-16 11-02-34,69721, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 6a,GPT,0.7,1271,575,1846,8.28,b6a513aa74340a86a74edb7bb686f61577dcf70bec667229cd9a2e74c9347965
Items 2026-01-16 11-02-34,16838, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 6a,GPT,0.8,1857,527,2384,9.75,0f99ad2d259efd61fb4e923f11f9002120cc770d8074ed0d966da64f89e17452
Items 2026-01-16 11-02-34,40336, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 5b,GPT,0.7,5209,374,5583,9.55,08aaea71474ef23f1c569ca4a19b32f13f20ab0cb0e51a6bdb711ae98b66a452
Items 2026-01-16 11-02-34,26068, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 5b,GPT,0.8,5594,367,5961,6.46,15bb77f1c33b51c2c4c08378ea00ad7d81cac5b0cf05f4a5bffbfced4530b7f7
Items 2026-01-16 11-02-34,54489, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 5b,GPT,0.8,5972,335,6307,3.42,e0e5ecbc78db0f7f784706cc7a896b39cf8cfb2b090e7149eb4011e39b5cfb6f
Items 2026-01-16 11-02-34,67080, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 5b,GPT,0.7,3346,633,3979,12.07,52b3274d67555227623d149276ccc55694c03df004b0d263526a3eaf38e0e172
Items 2026-01-16 11-02-34,87848, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 5b,GPT,0.8,3990,517,4507,13.08,8b2f98fdaa52f3c4a4452a742ac854b8d6ca2af85650455e7f1049969b5fbb52
Items 2026-01-16 11-02-34,37154, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 3a,GPT,0.7,2882,498,3380,7.82,9c7c906bd04ab4e6ac871ef51f998ab44f3ebffb824e36a5f978ad38121e2b98
Items 2026-01-16 11-02-34,92982, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 3a,GPT,0.8,3391,426,3817,5.16,9e4adb7fc3f7c8528cf5dc9abe0f70fe9475f3d35ac1af2385e9f0ecd469ddff
Items 2026-01-16 11-02-34,77409, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 3a,GPT,0.8,3828,500,4328,4.84,36980bdadc79a182e18b8287cc98f67add0789e6e299c59969e3435a428ec794
Items 2026-01-16 11-02-34,16862, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 3a,GPT,0.7,1019,536,1555,7.10,2c8a2c3ba549c5634f23fa950392ea647ac10656f330d9ad76ddc394ff287322
Items 2026-01-16 11-02-34,44322, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 3a,GPT,0.8,1566,540,2106,7.69,5c193c483e51a3a454ac193e89e37c78e527d19397e9f04708e2bb966e334cc0
Items 2026-01-16 11-02-34,86309, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 7a,GPT,0.7,3200,446,3646,4.90,39a6ff129a553cece565f77be84df6e8c4993e3f43eec59eed06eb00e593ae37
Items 2026-01-16 11-02-34,92329, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 7a,GPT,0.8,3657,412,4069,4.59,60a218d9e9d20701cf262e440a81bc54ef0543f0e6911a42cabc47fadb0f21f9
Items 2026-01-16 11-02-34,43072, RL 8.1,RL 8.1 The Night Circus (MA grade 8 2023 MCAS).txt,Tier 7a,GPT,0.8,4080,394,4474,3.94,2421a86a0b0ec5c0ed39e89383ebcdff79f102019b2762fc2aa5ce1a479b4963
Items 2026-01-16 11-02-34,87441, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 7a,GPT,0.7,1337,459,1796,6.51,c104badcca010e743e9a10a4006acee44874bf37e134768c96ed6ea83be43131
Items 2026-01-16 11-02-34,83887, RL 8.1,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 7a,GPT,0.8,1807,406,2213,8.04,35aa235b5ef414015bcea48d4e0df0e78bfd1603a01ada5b6432426e2afcb955
Items 2026-01-16 11-02-34,81663, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2a,GPT,0.7,1316,540,1856,9.49,b7b6df897bdcf0bd349e1a6c0777e90759a86143f0e6420d409d0c2601882d31
Items 2026-01-16 11-02-34,41877, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2a,GPT,0.8,1867,498,2365,8.72,923a4f87d638e676ec8b443a989d97df9677fd7dab00b37b92a43b523ad4a36f
Items 2026-01-16 11-02-34,35489, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2a,Gemini,0.7,1328,600,1928,19.44,bf43962387699aad64c9e9b52fabe9895cd897aceac7a19c0acef4cbd931bf7f
Items 2026-01-16 11-02-34,80601, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2a,Gemini,0.8,1941,643,2584,38.47,2ae0a702abe051c040798d3350fe7217845d0bb3959db258d35ac207b73c9d72
Items 2026-01-16 11-02-34,32528, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2a,Claude,0.7,1406,566,1972,17.66,3bb5e835acdd11adb784161c7c171935aa1b477ff3694e5aaa9594197ea1ffdb
Items 2026-01-16 11-02-34,82881, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2a,Claude,0.8,1986,564,2550,14.82,cd60a37498b10367cd08b93ec213d13d01888159880670c692e8a9a1baea812e
Items 2026-01-16 11-02-34,55587, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2a,GPT,0.7,1372,715,2087,10.59,a250870e1fb49b8a4a716166c8acaf474ef571c3aac13a8db537162c35677172
Items 2026-01-16 11-02-34,40932, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2a,GPT,0.8,2098,644,2742,9.51,2f292b3618cdc323a9792c829b1fdcf814974f41086e44cf47782a92febc9bbf
Items 2026-01-16 11-02-34,31302, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2a,Gemini,0.7,1355,752,2107,24.35,c86765b4fea2944f5bde395bbf4269043eb978126c9390cdf3ad70273ba0fbbd
Items 2026-01-16 11-02-34,24824, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2a,Gemini,0.8,2120,735,2855,27.28,d461268b15f09195ef29ff4e58016a59d0b98a935b12b17e187ac7d8550e2745
Items 2026-01-16 11-02-34,41546, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2a,Claude,0.7,1480,538,2018,17.35,1fdf68d2205c5d7ea1c6664ad5047d8fbccd4191363c25518bcf39d5add66f4c
Items 2026-01-16 11-02-34,67663, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2a,Claude,0.8,2032,597,2629,18.02,a794a6aa8f4948f51c312f6face7bae5cc1f47f0c33a3080cc79f51ca27db5ad
Items 2026-01-16 11-02-34,64418, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4b,GPT,0.7,3667,686,4353,9.99,0fafab798639e107d61d8c3d768825a352b0e46180d8669725688bb0866b597e
Items 2026-01-16 11-02-34,33866, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4b,GPT,0.8,4364,570,4934,10.55,388ee954258e37fe0ee25ec2e9bb8762c31862ff4780cd77ef9e2cde14c118f2
Items 2026-01-16 11-02-34,82145, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4b,Gemini,0.7,4332,947,5279,55.55,d2f075eeaea86db9f9c38684da81e31b9a83f440c3376b667903b2bdd3183f87
Items 2026-01-16 11-02-34,69898, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4b,Gemini,0.8,5292,824,6116,48.03,09befe314e64895b5969cbac26487322a210852f28b4074708bc96e2a2b58351
Items 2026-01-16 11-02-34,65384, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4b,Claude,0.7,3971,715,4686,24.00,4579d44dcd8064723cfad59227fb7175265361386637865ede2a6cd8ec9ca10e
Items 2026-01-16 11-02-34,25382, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4b,Claude,0.8,4700,731,5431,18.59,43a2b6b86f86ddc92ee721bbcc9629e3fdb1a176b4d2ef56fff31daa013e781d
Items 2026-01-16 11-02-34,78018, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4b,GPT,0.7,3723,452,4175,8.82,11cd0a70e0e83ce325427823017c4b5680c7076dedb120f7a2adf6d3e037c67b
Items 2026-01-16 11-02-34,65742, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4b,GPT,0.8,4186,401,4587,6.29,e2af50f5910b02c81667e80bd8ea5d3b9e8c1f1e871aedfd2e99f1775af307a6
Items 2026-01-16 11-02-34,53960, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4b,Gemini,0.7,4359,633,4992,64.11,e942b1e13b25e380ef7825865912d09d3b5cc3e3c86dbbf08f0888139171c6c5
Items 2026-01-16 11-02-34,49563, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4b,Gemini,0.8,5005,651,5656,33.33,bde71f944708142d895d392ef32e363b046c746023dfdaccce276783f27f38d8
Items 2026-01-16 11-02-34,49935, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4b,Claude,0.7,4045,864,4909,27.84,b41777434f9c5c37a3cae7cf2405267668531ccd1cd5e8758db12e5632318b97
Items 2026-01-16 11-02-34,23161, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4b,Claude,0.8,4923,792,5715,21.52,03844e75b3ff05a766ec69e99d2fedc1fc004d0b3972eb31a66bd810c79bd384
Items 2026-01-16 11-02-34,98436, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6a,GPT,0.7,1687,529,2216,8.69,1beb78eac6d69a4cf77a70f20238c151427758ceafb2350cbfad990dc7cc52fd
Items 2026-01-16 11-02-34,50339, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6a,GPT,0.8,2227,462,2689,6.54,93b0996ecd688be1d198b7ecab13bf30873e129c21862ac347c6ce5ab52558a1
Items 2026-01-16 11-02-34,21297, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6a,Gemini,0.7,1702,581,2283,29.00,19636722aefe0ca45e56737f96184caec7482d7fa1c452b820ee37e72f69209d
Items 2026-01-16 11-02-34,27975, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6a,Gemini,0.8,2296,616,2912,50.37,c5a3db3dda6ccb87f11e61e9f16601662af9c51e95babc09164c08695cd720db
Items 2026-01-16 11-02-34,90295, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6a,Claude,0.7,1793,565,2358,19.61,4b17d29fd577ab332167cfc58917610de01062eee0770d31a82a2995e0ff4d08
Items 2026-01-16 11-02-34,54981, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6a,Claude,0.8,2372,572,2944,19.04,954b779c59da2370030ce145fc730d18dfa74e28ddff1943b86c6e6af14ed7dd
Items 2026-01-16 11-02-34,72131, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6a,GPT,0.7,1743,1126,2869,15.46,91f08e7e73547099e3149367af7fe4971b97009ffdf372ff0c77d55dcf87b4e3
